ID,Number of words in title,American name?,View count
1289,5,1,6900000,
1290,5,1,127000,
1291,7,1,2700000,
1292,7,1,3300000,
1293,9,0,4300000,
1294,6,0,393000,
1295,11,1,1900000,
1296,9,1,240000,
1297,12,0,2200000,
1298,7,1,243000,
1299,7,1,2500000,
1300,8,1,33000,
1301,9,1,2200000,
1302,7,1,483000,
1303,9,1,3200000,
1304,7,0,1400000,
1305,12,0,1900000,
1306,9,0,54000,
1307,9,0,2000000,
1308,9,0,4600000,
1309,6,1,2600000,
1310,8,1,3600000,
1311,8,1,4200000,
1312,6,1,1900000,
1313,8,0,1600000,
1314,7,1,2400000,
1315,7,1,842000,
1316,9,0,2200000,
1317,9,1,596000,
1318,6,0,2200000,
1319,9,1,2500000,
1320,8,1,37000,
1321,6,1,1100000,
1322,1,1,2000000,
1323,8,0,1400000,
1324,7,1,6600000,
1325,5,1,267000,
1326,5,1,337000,
1327,7,1,4300,
1328,7,0,79000,
1329,11,1,793000,
1330,8,1,1300000,
1331,8,0,403000,
1332,8,1,1600000,
1333,8,0,1100000,
1334,5,1,817000,
1335,7,0,1400000,
1336,4,1,3400000,
1337,9,1,3700000,
1338,13,1,955000,
1339,11,0,3300000,
1340,5,1,85000,
1341,8,1,32000,
1342,11,1,55000,
1343,6,1,4300,
1344,5,0,211000,
1345,5,1,1900000,
1346,5,1,2400000,
1347,8,1,3800000,
1348,5,1,3800000,
1349,9,0,2000000,
1350,11,0,3400000,
1351,8,0,444000,
1352,8,0,3600000,
1353,14,1,126000,
1354,6,1,1900000,
1355,9,1,30000,
1356,6,0,2200000,
1357,6,1,382000,
1358,5,1,2600000,
1359,8,1,1900000,
1360,10,1,2300000,
1361,6,1,1900000,
1362,8,1,1100000,
1363,1,0,1900000,
1364,6,0,352000,
1365,8,1,2300000,
1366,9,0,2400000,
1367,7,1,2000000,
1368,7,1,786000,
1369,11,1,725000,
1370,5,1,4000000,
1371,2,1,225000,
1372,7,1,3400000,
1373,7,1,54000,
1374,12,1,3700000,
1375,8,1,1800000,
1376,8,0,1800000,
1377,5,1,849000,
1378,6,1,39000,
1379,8,1,2100000,
1380,7,1,658000,
1381,5,1,118000,
1382,6,1,461000,
1383,9,1,51000,
1384,9,1,1900000,
1385,7,1,94000,
1386,8,1,1900000,
1387,7,0,4000000,
1388,10,1,3000000,
1389,5,0,1200000,
1390,4,1,12000,
1391,8,1,2200000,
1392,8,1,808000,
1393,9,1,2500000,
1394,5,1,7300,
1395,7,1,765000,
1396,5,1,3200000,
1397,9,0,532000,
1398,12,1,386000,
1399,7,0,4600000,
1400,4,1,2100000,
1401,14,1,2300000,
1402,5,1,518000,
1403,4,1,2100000,
1404,9,1,2100000,
1405,6,1,55000,
1406,8,1,3100000,
1407,9,0,46000,
1408,7,1,443000,
1409,7,1,77000,
1410,7,0,8900,
1411,5,0,8400,
1412,4,1,1200000,
1413,4,1,1700000,
1414,15,1,6100,
1415,2,1,14000,
1416,7,0,8200,
1417,9,1,3300000,
1418,5,1,11000,
1419,9,0,2500000,
1420,7,1,866000,
1421,15,1,2000000,
1422,3,1,182000,
1423,6,0,2600000,
1424,8,0,1900000,
1425,9,1,778000,
1426,5,1,2900000,
1427,5,1,437000,
1428,16,1,4700000,
1429,6,0,634000,
1430,11,1,7300000,
1431,3,1,481000,
1432,11,1,644000,
1433,4,0,25000,
1434,6,0,28000,
1435,4,1,41000,
1436,2,0,1200000,
1437,3,1,309000,
1438,11,1,932000,
1439,12,0,2200000,
1440,2,1,255000,
1441,8,1,582000,
1442,7,1,1800000,
1443,4,0,5300000,
1444,8,1,17000,
1445,11,0,13000,
1446,5,1,9600,
1447,8,0,10000,
1448,8,0,45000,
1449,6,1,14000,
1450,8,1,9600,
1451,4,1,7000,
1452,6,1,2800,
1453,9,1,9000,
1454,6,0,12000,
1455,10,0,8000,
1456,6,1,450000,
1457,4,1,2300000,
1458,5,0,333000,
1459,4,1,35000,
1460,11,0,2200000,
1461,10,1,2000000,
1462,13,1,10000,
1463,9,1,3000000,
1464,9,1,797000,
1465,6,1,42000,
1466,8,0,57000,
1467,7,1,9200,
1468,4,1,1400000,
1469,8,1,613000,
1470,3,0,4300000,
1471,5,1,2400000,
1472,10,1,436000,
1473,9,1,640000,
1474,5,1,1600000,
1475,11,1,6500000,
1476,7,1,9300000,
1477,6,0,1700000,
1478,9,1,747000,
1479,8,0,2700000,
1480,7,1,2800000,
1481,7,1,719000,
1482,5,0,459000,
1483,7,1,697000,
1484,4,1,15000000,
1485,7,1,16000,
1486,8,1,1700000,
1487,12,0,4500000,
1488,5,0,2200000,
1489,10,0,2400000,
1490,8,0,5100000,
1491,7,1,1900000,
1492,6,0,15000,
1493,6,0,754000,
1494,9,1,1100000,
1495,7,1,607000,
1496,1,1,330000,
1497,5,1,35000,
1498,8,0,673000,
1499,7,1,2100000,
1500,6,0,761000,
1501,12,1,2500000,
1502,6,0,1800000,
1503,6,1,3100000,
1504,6,1,6000000,
1505,13,1,4099999,
1506,9,1,2600000,
1507,8,1,3400000,
1508,9,1,1900000,
1509,8,0,814000,
1510,7,1,4600000,
1511,12,1,925000,
1512,9,0,1300000,
1513,8,1,2600000,
1514,8,1,2300000,
1515,11,0,1800000,
1516,6,1,2000000,
1517,8,0,3600000,
1518,5,1,2300000,
1519,10,0,42000,
1520,7,1,2000000,
1521,10,1,4300000,
1522,10,0,556000,
1523,7,0,1100000,
1524,10,0,2000000,
1525,9,1,22000,
1526,3,0,1900000,
1527,10,0,1900000,
1528,6,1,1700000,
1529,6,0,2300000,
1530,8,1,1800000,
1531,4,1,6700,
1532,11,1,6000000,
1533,7,0,793000,
1534,9,1,3000000,
1535,7,0,49000,
1536,9,1,44000,
1537,6,1,2000000,
1538,5,0,464000,
1539,7,0,1800000,
1540,4,0,19000,
1541,10,1,375000,
1542,7,1,5200000,
1543,7,1,2300000,
1544,2,1,455000,
1545,6,1,1700000,
1546,8,1,2000000,
1547,6,1,301000,
1548,7,0,1400000,
1549,10,0,1900000,
1550,7,1,52000,
1551,4,1,1900000,
1552,5,1,2600000,
1553,11,0,14000,
1554,9,1,26000,
1555,9,0,15000,
1556,5,0,17000,
1557,11,1,2300000,
1558,4,0,2200000,
1559,14,0,520000,
1560,6,0,900000,
1561,6,0,1400000,
1562,9,1,2400000,
1563,7,1,1900000,
1564,6,1,270000,
1565,8,1,352000,
1566,7,1,5800000,
1567,7,1,1900000,
1568,8,0,2200000,
1569,7,1,179000,
1570,6,1,1200000,
1571,8,1,3000000,
1572,6,1,1900000,
1573,5,1,3800000,
1574,9,1,3100000,
1575,6,1,225000,
1576,5,1,22000,
1577,8,1,469000,
1578,9,1,139000,
1579,4,1,437000,
1580,7,0,4700000,
1581,7,1,1900000,
1582,8,1,589000,
1583,6,0,1400000,
1584,4,1,321000,
1585,8,0,21000,
1586,8,0,2000000,
1587,8,1,1900000,
1588,7,1,6400000,
1589,8,0,39000,
1590,6,0,2200000,
1591,7,1,426000,
1592,11,0,1600000,
1593,6,1,243000,
1594,5,1,25000,
1595,8,0,82000,
1596,10,1,125000,
1597,13,1,2400000,
1598,7,0,900000,
1599,13,0,1800000,
1600,9,1,14000,
1601,7,1,1700000,
1602,7,1,3400000,
1603,7,1,1700000,
1604,9,1,350000,
1605,7,1,5000,
1606,9,1,1600000,
1607,8,1,3900000,
1608,8,1,404000,
1609,7,0,2100000,
1610,6,0,1700000,
1611,8,1,1200000,
1612,9,1,2200000,
1613,6,0,332000,
1614,9,1,2000000,
1615,7,1,2000000,
1616,7,1,2100000,
1617,3,1,306000,
1618,7,1,120000,
1619,6,1,12000,
1620,6,0,391000,
1621,9,1,127000,
1622,10,0,196000,
1623,5,1,2100000,
1624,5,1,512000,
1625,10,1,3300000,
1626,8,1,5700,
1627,5,1,1800000,
1628,11,1,991000,
1629,11,0,31000,
1630,11,0,1900000,
1631,15,1,2200000,
1632,3,1,1200000,
1633,9,1,23000,
1634,8,1,1600000,
1635,5,0,562000,
1636,8,1,2200000,
1637,8,1,2300000,
1638,11,1,2000000,
1639,7,0,923000,
1640,6,1,2500000,
1641,10,1,1000000,
1642,5,1,73000,
1643,3,1,1400000,
1644,9,1,1900000,
1645,10,1,3600000,
1646,7,1,300000,
1647,4,1,1000000,
1648,7,1,291000,
1649,5,1,262000,
1650,4,0,649000,
1651,11,1,1700000,
1652,5,1,1800000,
1653,5,1,1800000,
1654,9,1,2700000,
1655,8,0,21000,
1656,9,1,1400000,
1657,4,1,8400,
1658,13,1,2000000,
1659,10,1,6000000,
1660,7,1,2600000,
1661,5,0,2400000,
1662,6,0,2400000,
1663,8,1,5300000,
1664,3,1,179000,
1665,6,1,946000,
1666,5,0,616000,
1667,10,1,392000,
1668,5,1,653000,
1669,12,1,1500000,
1670,6,0,2600000,
1671,10,0,1900000,
1672,4,1,27000,
1673,5,1,36000,
1674,8,0,805000,
1675,10,1,1800000,
1676,7,1,192000,
1677,3,1,2200000,
1678,8,0,1900000,
1679,9,1,1800000,
1680,10,1,1900000,
1681,5,0,6600000,
1682,15,1,1900000,
1683,10,1,8700,
1684,2,0,3900,
1685,5,1,27000,
1686,10,1,9000,
1687,6,1,16000,
1688,5,1,7800,
1689,5,1,2500,
1690,12,0,9100,
1691,6,1,4900,
1692,10,1,1300,
1693,11,0,12000,
1694,10,1,3900000,
1695,6,1,733000,
1696,8,1,646000,
1697,8,1,3100000,
1698,10,0,67000,
1699,6,0,4600000,
1700,7,1,2900000,
1701,4,1,2600000,
1702,4,1,53000,
1703,7,0,1900000,
1704,13,0,1600000,
1705,5,1,1600000,
1706,13,1,2300000,
1707,5,1,12000000,
1708,10,1,1600000,
1709,8,1,3600000,
1710,5,1,110000,
1711,7,0,13000000,
1712,8,0,6600000,
1713,14,1,2600000,
1714,7,1,1100000,
1715,10,1,436000,
1716,8,1,2300000,
1717,4,1,1900000,
1718,5,1,3200000,
1719,7,1,2600000,
1720,8,1,2000000,
1721,7,1,118000,
1722,2,1,465000,
1723,9,1,1600000,
1724,4,1,627000,
1725,8,0,261000,
1726,7,0,4600,
1727,7,0,1700000,
1728,8,1,3700,
1729,10,1,4700000,
1730,5,0,576000,
1731,8,1,3200000,
1732,14,1,3900000,
1733,6,1,11000000,
1734,7,0,257000,
1735,9,1,1700000,
1736,13,1,4600000,
1737,13,0,1700000,
1738,11,1,127000,
1739,5,1,1300000,
1740,8,0,2700000,
1741,7,1,340000,
1742,11,1,1500000,
1743,5,1,6900,
1744,6,1,2500000,
1745,6,1,7200,
1746,8,0,1800000,
1747,7,0,1300000,
1748,4,1,832000,
1749,12,1,43000,
1750,2,1,28000,
1751,11,1,7700,
1752,6,1,12000,
1753,9,0,2400000,
1754,7,1,2700000,
1755,9,1,6500000,
1756,9,0,1000000,
1757,5,0,2200000,
1758,9,1,2400000,
1759,5,0,1900000,
1760,7,1,1200000,
1761,11,1,12000,
1762,8,0,1400000,
1763,8,1,2200000,
1764,6,1,2200000,
1765,5,1,1900000,
1766,6,1,776000,
1767,6,1,1700000,
1768,6,0,1800000,
1769,9,1,431000,
1770,7,1,764000,
1771,13,0,1700000,
1772,5,1,2200000,
1773,8,1,5900000,
1774,6,0,55000,
1775,2,1,3600,
1776,7,1,34000,
1777,8,0,8600,
1778,12,1,77000,
1779,11,0,19000,
1780,11,1,1600000,
1781,7,1,1000000,
1782,7,1,1700000,
1783,4,1,1700000,
1784,9,0,74000,
1785,4,1,333000,
1786,8,1,10000,
1787,6,0,61000,
1788,4,1,6100000,
1789,4,1,1600000,
1790,12,0,3300000,
1791,7,1,1800000,
1792,6,1,10000,
1793,6,0,1700000,
1794,7,1,3100000,
1795,7,0,44000,
1796,13,1,1800000,
1797,6,1,1600000,
1798,9,1,1700000,
1799,10,1,627000,
1800,11,0,2000000,
1801,12,1,3900,
1802,4,1,2300000,
1803,5,1,1800000,
1804,9,1,1700000,
1805,3,0,1500000,
1806,15,1,4700000,
1807,9,1,38000,
1808,11,1,25000,
1809,7,1,53000,
1810,12,1,2000000,
1811,8,1,4400000,
1812,6,1,5300000,
1813,10,1,45000,
1814,11,0,1500000,
1815,5,1,2200000,
1816,8,1,3100,
1817,5,1,1900000,
1818,9,1,47000,
1819,8,1,1000000,
1820,10,1,3000000,
1821,5,0,280000,
1822,7,1,3200000,
1823,7,1,1500000,
1824,7,0,1800000,
1825,10,1,1800000,
1826,3,1,6400000,
1827,6,0,1600000,
1828,7,1,37000,
1829,6,1,1400000,
1830,12,0,1700000,
1831,9,1,1700000,
1832,5,1,1800000,
1833,7,1,1800000,
1834,9,1,1800000,
1835,8,0,1400000,
1836,7,1,1600000,
1837,8,1,3000000,
1838,7,0,862000,
1839,5,1,183000,
1840,7,1,1500000,
1841,7,1,4099999,
1842,4,1,1600000,
1843,13,1,2600000,
1844,9,1,1800000,
1845,9,1,1700000,
1846,7,1,2200000,
1847,8,0,1900000,
1848,5,1,11000000,
1849,4,1,13000,
1850,5,1,1800000,
1851,3,1,205000,
1852,16,0,633000,
1853,6,1,733000,
1854,10,1,2500000,
1855,10,1,3200000,
1856,10,0,753000,
1857,7,1,1700000,
1858,5,0,80000,
1859,7,1,66000,
1860,5,1,48000,
1861,10,1,8200,
1862,12,1,5800000,
1863,6,1,1000000,
1864,10,0,1500000,
1865,5,1,664000,
1866,8,0,3500000,
1867,5,0,457000,
1868,7,1,548000,
1869,1,0,242000,
1870,12,0,1700000,
1871,4,1,6000000,
1872,10,1,1400000,
1873,7,1,2000000,
1874,7,1,947000,
1875,6,0,785000,
1876,6,1,1700000,
1877,4,1,263000,
1878,6,1,1500000,
1879,9,0,1100000,
1880,9,1,2400000,
1881,11,0,1700000,
1882,13,1,1400000,
1883,7,1,1600000,
1884,4,1,40000,
1885,11,0,2300000,
1886,9,1,4700000,
1887,7,1,2500000,
1888,9,0,206000,
1889,12,1,4000000,
1890,13,0,1600000,
1891,6,0,14000000,
1892,8,0,1700000,
1893,5,1,190000,
1894,10,1,2200000,
1895,8,1,313000,
1896,9,1,2300000,
1897,3,1,4000,
1898,8,0,12000,
1899,8,0,5700,
1900,1,0,6000,
1901,11,1,30000,
1902,4,1,7000,
1903,9,1,55000,
1904,8,1,11000,
1905,8,1,157000,
1906,9,0,1400000,
1907,6,0,5100000,
1908,3,1,4900000,
1909,6,1,3700000,
1910,4,1,1900000,
1911,8,1,1300000,
1912,7,1,896000,
1913,5,1,525000,
1914,5,1,661000,
1915,7,0,8700000,
1916,6,1,3500000,
1917,8,1,1700000,
1918,4,1,18000000,
1919,5,1,1100000,
1920,11,1,1400000,
1921,4,1,220000,
1922,2,1,737000,
1923,7,1,2300000,
1924,10,1,1500000,
1925,10,1,2000000,
1926,10,1,1500000,
1927,6,0,1900000,
1928,7,1,1500000,
1929,11,0,294000,
1930,6,1,2500000,
1931,7,1,1300000,
1932,9,0,670000,
1933,7,0,20000,
1934,8,1,380000,
1935,5,1,8400,
1936,8,1,25000,
1937,11,1,1500000,
1938,7,1,2200000,
1939,2,0,403000,
1940,10,1,2100000,
1941,9,1,3100000,
1942,9,0,1600000,
1943,10,1,1900000,
1944,10,0,2500000,
1945,10,1,4099999,
1946,6,1,482000,
1947,8,0,1400000,
1948,10,1,1400000,
1949,13,1,863000,
1950,8,1,3700000,
1951,6,1,2300000,
1952,10,1,30000,
1953,11,1,2100000,
1954,4,1,1300000,
1955,8,1,677000,
1956,14,1,1600000,
1957,9,0,1600000,
1958,3,1,259000,
1959,9,1,1400000,
1960,12,0,1800000,
1961,9,0,2800000,
1962,10,0,1300000,
1963,11,1,1400000,
1964,10,1,3100000,
1965,8,1,2300000,
1966,9,1,1400000,
1967,6,0,4000000,
1968,8,1,2500000,
1969,7,1,3400000,
1970,9,0,1600000,
1971,6,1,1800000,
1972,5,0,1700000,
1973,11,0,3000000,
1974,5,0,67000,
1975,8,0,3300000,
1976,6,1,1400000,
1977,11,0,2100000,
1978,11,1,2400000,
1979,6,1,15000,
1980,9,0,1600000,
1981,11,1,1300000,
1982,8,1,2100000,
1983,2,0,312000,
1984,10,1,39000,
1985,9,1,589000,
1986,10,1,5400000,
1987,5,1,6100000,
1988,9,1,48000,
1989,3,1,5700000,
1990,6,1,130000,
1991,4,1,201000,
1992,5,1,31000,
1993,4,1,118000,
1994,5,1,34000,
1995,9,0,24000,
1996,5,1,20000,
1997,4,1,1500000,
1998,11,1,1400000,
1999,7,0,1000000,
2000,5,1,17000,
2001,9,0,2100000,
2002,3,0,1700000,
2003,7,1,69000,
2004,6,1,1800000,
2005,6,1,61000,
2006,5,1,45000,
2007,10,1,1700000,
2008,10,0,1400000,
2009,3,0,726000,
2010,8,1,1900000,
2011,6,0,984000,
2012,12,1,1600000,
2013,11,1,1500000,
2014,9,1,1500000,
2015,8,1,1400000,
2016,12,0,1200000,
2017,12,1,1900000,
2018,6,1,2300000,
2019,6,1,368000,
2020,6,1,1800000,
2021,9,1,3600000,
2022,9,1,1400000,
2023,8,1,1500000,
2024,7,1,6200000,
2025,5,0,156000,
2026,5,1,12000000,
2027,5,1,549000,
2028,8,1,1500000,
2029,10,0,1600000,
2030,7,1,1100000,
2031,14,1,2600000,
2032,3,1,3700000,
2033,12,1,14000,
2034,4,1,9000000,
2035,10,1,87000,
2036,5,1,257000,
2037,4,1,1200000,
2038,13,1,1800000,
2039,10,1,1400000,
2040,6,1,2300000,
2041,10,0,1400000,
2042,14,1,6900000,
2043,6,1,1300000,
2044,9,1,118000,
2045,5,1,1500000,
2046,9,1,2100000,
2047,9,0,1400000,
2048,4,1,787000,
2049,6,1,37000,
2050,6,0,1700000,
2051,6,0,3600000,
2052,5,1,2700000,
2053,6,0,657000,
2054,8,0,4300000,
2055,9,0,1200000,
2056,9,0,8500,
2057,3,1,4400000,
2058,5,1,1500000,
2059,4,1,1400000,
2060,10,1,1700000,
2061,7,0,1600000,
2062,6,1,2200000,
2063,8,1,3000000,
2064,5,1,690000,
2065,6,1,634000,
2066,9,1,405000,
2067,9,1,444000,
2068,9,1,1000000,
2069,8,1,1300000,
2070,10,1,7100000,
2071,9,1,1400000,
2072,7,1,61000,
2073,8,1,1300000,
2074,7,0,19000,
2075,11,0,1300000,
2076,8,1,2800000,
2077,3,1,90000,
2078,9,1,1700000,
2079,9,0,1300000,
2080,6,0,1200000,
2081,13,0,2100000,
2082,6,1,1400000,
2083,6,0,1300000,
2084,8,0,6100,
2085,8,1,2200000,
2086,8,0,1500000,
2087,8,1,1200000,
2088,5,1,1400000,
2089,7,1,1500000,
2090,9,0,12000,
2091,6,0,150000,
2092,8,1,4300000,
2093,7,0,5100,
2094,6,0,41000,
2095,10,1,2800000,
2096,6,1,2500000,
2097,12,1,1200000,
2098,7,1,18000,
2099,9,1,34000,
2100,9,1,1200000,
2101,8,1,2900000,
2102,13,0,4500000,
2103,3,1,470000,
2104,8,0,1200000,
2105,13,1,1300000,
2106,6,0,1300000,
2107,2,0,1200000,
2108,5,1,899000,
2109,8,1,4300000,
2110,5,1,2900000,
2111,3,0,279000,
2112,8,0,1400000,
2113,6,1,4200000,
2114,7,1,1100000,
2115,11,1,72000,
2116,5,0,979000,
2117,7,0,1500000,
2118,4,1,7900,
2119,6,1,5400000,
2120,10,0,4000000,
2121,4,1,1200000,
2122,11,1,1200000,
2123,7,1,1100000,
2124,5,1,1300000,
2125,12,1,4400000,
2126,4,1,3500000,
2127,1,0,183000,
2128,9,1,1300000,
2129,9,1,996000,
2130,7,1,1600000,
2131,4,0,1000000,
2132,5,0,1100000,
2133,11,0,3500000,
2134,7,1,2400000,
2135,9,1,4099999,
2136,8,1,1200000,
2137,8,1,1400000,
2138,2,1,1400000,
2139,8,0,1100000,
2140,2,0,14000,
2141,4,1,6700,
2142,5,1,12000,
2143,1,1,12000,
2144,8,1,2600000,
2145,7,1,3400000,
2146,9,0,1000000,
2147,7,1,16000000,
2148,11,0,1000000,
2149,10,1,1200000,
2150,9,0,1200000,
2151,10,1,1200000,
2152,3,1,1400000,
2153,3,0,19000,
2154,2,1,15000,
2155,3,1,27000,
2156,2,1,48000,
2157,2,1,20000,
2158,14,1,1300000,
2159,6,0,1200000,
2160,7,1,340000,
2161,11,1,1300000,
2162,12,1,4400000,
2163,12,1,1200000,
2164,6,1,1200000,
2165,9,0,941000,
2166,6,1,37000000,
2167,5,1,4300000,
2168,6,1,43000000,
2169,6,1,9100000,
2170,6,1,28000000,
2171,4,1,18000000,
2172,11,1,1000000,
2173,6,0,1100000,
2174,7,0,1200000,
2175,9,1,1500000,
2176,6,0,5100000,
2177,4,1,337000,
2178,6,1,1000000,
2179,12,0,1600000,
2180,4,0,941000,
2181,7,1,1200000,
2182,11,1,982000,
2183,7,0,1000000,
2184,13,1,1100000,
2185,9,1,1400000,
2186,5,1,563000,
2187,5,0,1300000,
2188,6,1,4200000,
2189,10,1,2600000,
2190,5,1,456000,
2191,7,1,572000,
2192,5,1,599000,
2193,2,1,821000,
2194,7,1,568000,
2195,7,1,715000,
2196,5,1,1300000,
2197,7,1,1300000,
2198,12,1,1600000,
2199,7,0,165000,
2200,10,1,1400000,
2201,8,1,1100000,
2202,5,0,279000,
2203,10,1,1700000,
2204,6,0,46000,
2205,6,0,1300000,
2206,10,1,1100000,
2207,7,1,2600000,
2208,14,0,1200000,
2209,11,0,1600000,
2210,7,1,1000000,
2211,10,1,1300000,
2212,6,1,1900000,
2213,4,1,989000,
2214,6,0,1400000,
2215,9,1,1000000,
2216,7,1,8800,
2217,5,1,14000000,
2218,9,1,992000,
2219,11,1,4200000,
2220,9,1,1200000,
2221,6,1,2500000,
2222,11,0,1600000,
2223,3,1,960000,
2224,5,1,1400000,
2225,7,0,1000000,
2226,7,1,4600000,
2227,8,1,1200000,
2228,11,1,2200000,
2229,8,1,1200000,
2230,4,1,2200,
2231,5,0,37000,
2232,6,1,13000,
2233,9,0,8700,
2234,7,0,13000,
2235,6,1,45000,
2236,6,1,10000,
2237,5,1,42000,
2238,7,1,116000,
2239,5,0,12000,
2240,7,0,929000,
2241,7,1,3000000,
2242,3,1,1700000,
2243,8,1,3100000,
2244,5,0,3800,
2245,7,0,89000,
2246,7,1,27000,
2247,7,0,12000,
2248,9,1,10000,
2249,6,1,7300,
2250,7,1,27000,
2251,2,1,2600,
2252,6,0,6600,
2253,8,1,7700,
2254,7,1,9700,
2255,12,0,9300,
2256,8,0,10000,
2257,8,1,6800,
2258,5,0,95000,
2259,7,1,16000,
2260,7,1,35000,
2261,6,0,3400,
2262,10,1,12000,
2263,11,1,37000,
2264,7,1,20000,
2265,9,1,24000,
2266,9,1,13000,
2267,6,1,137000,
2268,8,1,11000,
2269,11,1,7600,
2270,8,0,71000,
2271,12,1,7400,
2272,9,0,1100000,
2273,7,1,2400,
2274,5,1,67000,
2275,10,1,25000,
2276,9,1,18000,
2277,10,0,13000,
2278,2,0,14000,
2279,8,1,10000,
2280,7,1,89000,
2281,3,1,5400,
2282,5,0,19000,
2283,5,1,22000,
2284,8,0,12000,
2285,4,0,6300,
2286,8,1,8200,
2287,5,0,5800,
2288,8,1,32000,
2289,7,1,65000,
2290,10,1,3200000,
2291,3,1,231000,
2292,8,1,943000,
2293,9,0,1100000,
2294,8,1,55000,
2295,7,1,1100000,
2296,6,0,1000000,
2297,9,1,2500000,
2298,6,1,13000000,
2299,9,1,1200000,
2300,6,1,1000000,
2301,11,1,1400000,
2302,9,0,975000,
2303,5,1,22000,
2304,12,1,3500000,
2305,4,1,4500,
2306,7,1,15000,
2307,9,1,26000,
2308,5,1,3100,
2309,9,1,19000,
2310,8,1,3100,
2311,8,1,4300,
2312,7,0,7400,
2313,9,1,1000000,
2314,7,1,9600000,
2315,11,0,1200000,
2316,7,0,1600000,
2317,7,1,1200000,
2318,6,1,2100000,
2319,3,1,502000,
2320,5,1,1300000,
2321,9,1,8200,
2322,6,1,1500000,
2323,7,0,1300000,
2324,5,0,1100000,
2325,12,1,3500000,
2326,8,1,2100000,
2327,9,1,2300000,
2328,9,1,1100000,
2329,8,1,1400000,
2330,5,1,1300000,
2331,10,0,1300000,
2332,4,1,1300000,
2333,9,0,4000000,
2334,11,1,1000000,
2335,7,1,26000,
2336,8,1,998000,
2337,7,0,1000000,
2338,7,1,1000000,
2339,5,1,54000,
2340,8,1,19000,
2341,6,0,949000,
2342,6,1,21000,
2343,7,1,13000,
2344,11,1,16000,
2345,11,1,8000,
2346,9,1,83000,
2347,5,1,16000,
2348,8,1,7600,
2349,8,0,37000,
2350,2,1,1100000,
2351,7,1,3600000,
2352,11,0,1100000,
2353,7,1,27000,
2354,6,1,1200000,
2355,13,1,6400000,
2356,5,1,1000000,
2357,10,1,5100000,
2358,9,1,2800000,
2359,8,1,1000000,
2360,6,0,1400000,
2361,9,1,1000000,
2362,9,1,1100000,
2363,7,1,3700000,
2364,13,1,4500000,
2365,3,1,29000,
2366,2,1,152000,
2367,5,1,1100000,
2368,5,1,4300000,
2369,4,0,663000,
2370,4,1,56000,
2371,9,0,3700000,
2372,8,1,1900000,
2373,8,1,1300000,
2374,6,0,1100000,
2375,6,0,1200000,
2376,6,1,1300000,
2377,12,1,12000,
2378,5,1,1200000,
2379,8,0,579000,
2380,6,1,128000,
2381,12,1,7600,
2382,9,1,1300000,
2383,6,0,1200000,
2384,5,0,1500000,
2385,8,0,1500000,
2386,6,1,535000,
2387,14,1,4300000,
2388,7,1,8100,
2389,6,0,32000,
2390,5,1,24000,
2391,9,1,41000,
2392,7,1,35000,
2393,8,1,8000000,
2394,5,0,8000000,
2395,9,0,969000,
2396,6,1,1600000,
2397,10,0,1300000,
2398,7,1,1500000,
2399,6,0,176000,
2400,9,0,49000,
2401,10,0,1200000,
2402,8,1,2200000,
2403,7,0,40000,
2404,8,1,1600000,
2405,6,1,1600000,
2406,10,1,35000,
2407,3,1,1200000,
2408,2,1,3100000,
2409,7,0,1200000,
2410,10,0,3200000,
2411,12,1,1000000,
2412,8,0,78000,
2413,5,1,55000,
2414,12,1,3800000,
2415,11,1,1200000,
2416,6,1,1000000,
2417,6,1,1100000,
2418,8,1,1800000,
2419,11,1,1400000,
2420,7,1,8000,
2421,5,1,1200000,
2422,9,1,1300000,
2423,10,1,1800000,
2424,6,1,9400000,
2425,6,1,17000,
2426,10,1,4300000,
2427,13,1,1400000,
2428,7,0,653000,
2429,5,1,1100000,
2430,8,1,1700000,
2431,11,0,1700000,
2432,7,0,4800000,
2433,7,0,1100000,
2434,10,1,1200000,
2435,11,1,1600000,
2436,4,1,1300000,
2437,11,0,3200000,
2438,15,1,1000000,
2439,9,1,3300000,
2440,6,0,1900000,
2441,10,0,1000000,
2442,9,1,1100000,
2443,6,1,1400000,
2444,6,1,1200000,
2445,4,0,508000,
2446,2,1,1500000,
2447,10,0,1000000,
2448,6,0,1600000,
2449,9,1,1500000,
2450,7,1,4900000,
2451,7,1,2400000,
2452,6,0,6000000,
2453,13,1,1800000,
2454,9,1,2000000,
2455,6,1,1100000,
2456,8,1,4200000,
2457,10,0,1200000,
2458,10,0,1600000,
2459,11,1,1700000,
2460,7,1,2600000,
2461,1,1,1200000,
2462,6,0,1700000,
2463,11,1,556000,
2464,8,1,2700000,
2465,9,1,4500000,
2466,7,1,1100000,
2467,11,1,1400000,
2468,12,0,1100000,
2469,7,0,1300000,
2470,7,0,2500000,
2471,10,0,1500000,
2472,8,1,4600000,
2473,10,0,1300000,
2474,6,1,1200000,
2475,8,0,1200000,
2476,9,0,1100000,
2477,10,0,1300000,
2478,7,0,1200000,
2479,6,1,1700000,
2480,7,0,1800000,
2481,5,0,159000,
2482,6,1,16000,
2483,11,1,9300,
2484,5,1,20000,
2485,10,1,15000,
2486,7,1,6800,
2487,9,1,19000,
2488,9,1,28000,
2489,9,1,1200000,
2490,9,1,1800000,
2491,7,1,11000000,
2492,7,1,1200000,
2493,5,0,2500000,
